,time,open,high,low,close,volume
49,2025-02-03,56.56,57.33,55.79,57.21,4036531.0
50,2025-01-31,59.33,59.41,58.62,58.92,2123543.0
51,2025-01-30,58.87,59.46,58.51,59.33,1686811.0
52,2025-01-29,58.51,58.83,57.86,58.74,2181761.0
53,2025-01-28,58.5,59.27,58.21,58.44,2746931.0
54,2025-01-27,57.05,57.67,56.51,57.62,2550047.0
55,2025-01-24,56.32,58.0,56.09,56.79,2946290.0
56,2025-01-23,56.66,56.72,55.54,55.82,1806095.0
57,2025-01-22,55.7,56.39,55.24,56.25,1779763.0
58,2025-01-21,55.85,56.05,55.47,56.05,1996392.0
59,2025-01-20,55.22,56.9,54.6,56.37,3039528.0
60,2025-01-17,55.22,55.93,54.93,55.09,2591836.0
61,2025-01-16,56.7,56.7,55.16,55.16,2714974.0
62,2025-01-15,55.74,56.53,55.21,56.3,2285596.0
63,2025-01-14,55.68,56.6,55.55,55.55,1945433.0
64,2025-01-13,55.24,56.25,55.1,55.45,2274840.0
65,2025-01-10,52.89,55.68,52.47,55.04,4544291.0
66,2025-01-09,52.96,53.18,52.37,53.06,1767039.0
67,2025-01-08,54.01,54.4,52.94,53.31,2450937.0
68,2025-01-07,54.0,54.44,53.26,54.32,2438201.0
69,2025-01-06,52.99,55.64,52.87,54.34,4114191.0
70,2025-01-03,52.72,53.07,52.21,52.45,1477736.0
71,2025-01-02,53.6,53.95,52.01,52.88,2393516.0
72,2024-12-30,53.14,53.85,53.06,53.8,809960.0
73,2024-12-27,52.72,53.66,52.61,53.55,1997845.0
74,2024-12-23,53.42,53.44,52.45,52.72,1754633.0
75,2024-12-20,53.1,53.49,52.67,53.45,5432634.0
76,2024-12-19,53.26,54.32,53.16,53.47,2145399.0
77,2024-12-18,54.5,54.78,53.92,53.94,2496036.0
78,2024-12-17,53.89,54.79,53.88,54.05,2274637.0
79,2024-12-16,56.22,56.46,53.82,54.35,4845517.0
80,2024-12-13,56.39,57.23,56.39,56.53,2466855.0
81,2024-12-12,55.56,56.43,55.56,56.26,3000150.0
82,2024-12-11,56.29,56.4,55.43,55.69,2306885.0
83,2024-12-10,55.44,56.4,55.26,56.07,2769672.0
84,2024-12-09,54.43,55.79,54.3,55.52,3067587.0
85,2024-12-06,53.28,54.14,53.24,53.78,2344966.0
86,2024-12-05,53.01,53.59,52.91,53.38,2540821.0
87,2024-12-04,52.1,53.61,52.08,53.04,2577322.0
88,2024-12-03,52.6,52.83,52.0,52.0,3639208.0
89,2024-12-02,52.32,53.77,52.14,53.35,2620424.0
90,2024-11-29,52.38,52.97,52.29,52.96,2197372.0
91,2024-11-28,52.33,52.96,52.3,52.66,1722608.0
92,2024-11-27,52.11,52.38,51.91,52.33,1536542.0
93,2024-11-26,52.02,52.52,51.62,52.28,2307727.0
94,2024-11-25,52.79,53.12,52.29,52.83,3843923.0
95,2024-11-22,51.89,52.35,50.98,52.27,2463554.0
96,2024-11-21,51.89,51.9,50.98,51.85,2658294.0
97,2024-11-20,53.0,53.08,51.83,51.89,2007152.0
98,2024-11-19,53.39,53.69,52.1,52.87,3136359.0
99,2024-11-18,53.08,53.92,53.08,53.51,2089655.0
